"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",3/22/2020,2:30,27.22,22.22,74,SSE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,3:00,27.22,22.78,79,SSE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,3:30,27.22,22.78,79,SE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,4:00,26.11,22.78,83,SE,19.31,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,4:30,26.11,22.78,83,SSE,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,5:00,26.11,22.78,83,SSE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,5:30,26.11,22.78,83,SE,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,6:00,26.11,22.78,83,SSE,11.27,0.00,29.81,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,6:30,26.11,22.78,83,SSE,9.66,0.00,29.81,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,7:00,26.11,22.78,83,S,11.27,0.00,29.81,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,7:30,27.22,22.78,79,S,11.27,0.00,29.84,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,8:00,27.78,23.89,79,SSE,14.48,0.00,29.84,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,8:30,27.78,22.78,74,SSE,14.48,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,9:00,30.00,22.78,66,SSE,16.09,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,9:30,31.11,22.22,58,S,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,10:00,31.11,22.22,58,SSW,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,10:30,32.22,21.11,52,SSE,9.66,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,11:00,32.22,20.00,49,SSW,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,11:30,32.78,20.00,46,S,11.27,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,12:00,33.89,20.00,44,SSE,4.83,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,12:30,33.89,20.00,44,S,11.27,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,13:00,33.89,18.89,41,VAR,8.05,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,13:30,35.00,18.89,39,SSE,11.27,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,14:00,35.00,18.89,39,S,8.05,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,14:30,36.11,20.00,39,ESE,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,15:00,36.11,18.89,37,VAR,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/22/2020,15:30,35.00,17.78,36,VAR,9.66,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,16:00,36.11,17.78,34,VAR,9.66,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,16:30,36.11,18.89,37,S,9.66,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,17:00,35.00,18.89,39,E,11.27,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,17:30,33.89,18.89,41,ESE,11.27,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,18:00,33.89,18.89,41,ESE,9.66,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,18:30,32.78,18.89,43,SE,9.66,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,19:00,32.78,20.00,46,SE,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,19:30,32.22,20.00,49,SSE,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,20:00,32.22,21.11,52,,0.00,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,20:30,31.11,21.11,55,SSE,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,21:00,31.11,21.11,55,S,8.05,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,21:30,30.00,21.11,58,S,9.66,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,22:00,30.00,21.11,58,S,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,22:30,30.00,20.00,55,S,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,23:00,30.00,20.00,55,S,12.87,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/22/2020,23:30,28.89,20.00,58,S,12.87,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,0:00,28.89,20.00,58,S,8.05,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,0:30,28.89,20.00,58,S,9.66,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,1:00,27.78,20.00,62,SSE,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,1:30,27.78,21.11,66,SSE,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,2:00,27.78,21.11,66,SSE,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,2:30,27.78,22.22,70,SE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,3:00,27.78,22.78,74,SE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,3:30,26.11,22.78,83,SSE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,4:00,26.11,22.78,83,SSE,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,4:30,26.11,22.78,83,SE,12.87,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,5:00,26.11,22.78,83,SSE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,5:30,26.11,22.78,83,SSE,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,6:00,26.11,23.89,89,SSE,11.27,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,6:30,26.11,23.89,89,SSE,12.87,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,7:00,26.11,22.78,83,S,11.27,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,7:30,27.22,23.89,84,S,14.48,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,8:00,27.78,22.78,74,S,12.87,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,8:30,28.89,22.78,70,SSE,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,9:00,28.89,22.78,70,S,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,9:30,30.00,22.78,66,S,8.05,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,10:00,31.11,22.22,58,SSE,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,10:30,32.22,21.11,52,VAR,9.66,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,11:00,32.78,21.11,49,VAR,8.05,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,11:30,33.89,21.11,46,ESE,9.66,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,12:00,35.00,20.00,41,VAR,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,12:30,35.00,18.89,39,SSE,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,13:00,35.00,18.89,39,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,13:30,35.00,20.00,41,VAR,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,14:00,35.00,21.11,44,SE,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,14:30,36.11,20.00,39,ESE,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,15:00,36.11,20.00,39,ESE,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,15:30,36.11,20.00,39,SE,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,16:00,36.11,20.00,39,ESE,14.48,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,16:30,36.11,20.00,39,SSE,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,17:00,35.00,20.00,41,SE,14.48,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,17:30,33.89,20.00,44,SSE,14.48,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,18:00,33.89,20.00,44,SSE,12.87,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,18:30,32.78,21.11,49,SSE,12.87,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,19:00,32.78,21.11,49,SSE,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,19:30,32.22,21.11,52,SSE,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/23/2020,20:00,32.22,21.11,52,S,11.27,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,20:30,31.11,22.22,58,S,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,21:00,31.11,22.22,58,S,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,21:30,31.11,22.22,58,S,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,22:00,30.00,21.11,58,S,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,22:30,30.00,20.00,55,S,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,23:00,30.00,20.00,55,S,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/23/2020,23:30,28.89,20.00,58,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,0:00,28.89,21.11,62,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,0:30,28.89,21.11,62,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,1:00,27.78,22.22,70,S,12.87,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,1:30,27.78,22.22,70,S,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,2:00,27.78,22.22,70,SSE,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,2:30,27.22,22.78,79,SSE,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,3:00,-17.78,-17.78,0,,0.00,0.00,0,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,4:00,27.22,22.78,79,SSE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,4:30,27.22,22.78,79,SSE,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,5:00,27.22,22.78,79,SSE,12.87,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,5:30,26.11,22.22,78,SSE,14.48,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,6:00,26.11,22.78,83,SSE,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,6:30,26.11,22.78,83,SSE,11.27,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,7:00,27.22,22.78,79,SSE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,7:30,27.22,22.78,79,SE,16.09,0.00,29.81,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,8:00,27.22,22.78,79,SE,16.09,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,8:30,27.78,22.78,74,SSE,14.48,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,9:00,28.89,22.78,70,SSE,19.31,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,9:30,28.89,22.22,66,S,16.09,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,10:00,30.00,22.22,62,SSE,11.27,0.00,29.84,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,10:30,32.22,22.22,55,SSE,9.66,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,11:00,32.78,21.11,49,SSE,11.27,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,11:30,32.22,21.11,52,SE,12.87,0.00,29.81,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,12:00,32.22,20.00,49,E,12.87,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,12:30,33.89,20.00,44,SSE,9.66,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,13:00,33.89,20.00,44,E,11.27,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,13:30,35.00,20.00,41,SSE,19.31,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,14:00,36.11,20.00,39,SSE,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,14:30,36.11,20.00,39,SE,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,15:00,36.11,18.89,37,SSE,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,15:30,35.00,20.00,41,ESE,12.87,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,16:00,36.11,21.11,41,SE,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/24/2020,16:30,35.00,21.11,44,SSE,14.48,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,17:00,33.89,21.11,46,SSE,14.48,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,17:30,33.89,21.11,46,SSE,14.48,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,18:00,32.78,21.11,49,SSE,14.48,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,18:30,32.22,22.22,55,SSE,19.31,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,19:00,32.22,22.22,55,SSE,16.09,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,19:30,32.22,22.22,55,SSE,12.87,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,20:00,31.11,22.22,58,SSE,12.87,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,20:30,31.11,22.22,58,SSE,12.87,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,21:00,30.00,22.22,62,SSE,12.87,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,21:30,30.00,22.22,62,SSE,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,22:00,30.00,22.22,62,SSE,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,22:30,28.89,22.22,66,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,23:00,28.89,22.22,66,SSE,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/24/2020,23:30,28.89,21.11,62,SSE,16.09,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,0:00,27.78,22.22,70,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,0:30,27.78,21.11,66,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,1:00,27.22,21.11,70,SSE,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,1:30,27.22,22.22,74,S,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,2:00,27.22,22.22,74,SSE,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,2:30,26.11,22.22,78,SSE,12.87,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,3:00,26.11,22.22,78,SSE,12.87,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,3:30,26.11,22.22,78,SSE,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,4:00,26.11,22.22,78,SSE,12.87,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,4:30,25.00,22.22,83,S,11.27,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,5:00,25.00,22.22,83,SSW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,5:30,26.11,22.22,78,SW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,6:00,25.00,22.78,89,S,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,6:30,26.11,22.78,83,SSW,8.05,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,7:00,26.11,22.78,83,SSW,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,7:30,27.22,22.78,79,SSW,8.05,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,8:00,27.78,22.78,74,SSW,9.66,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,8:30,28.89,22.78,70,S,12.87,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,9:00,30.00,22.78,66,SSE,14.48,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,9:30,31.11,22.78,62,SSE,16.09,0.00,29.78,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,10:00,32.22,22.22,55,SE,16.09,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,10:30,32.22,22.22,55,SSE,16.09,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,11:00,32.22,22.22,55,S,14.48,0.00,29.78,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,11:30,33.89,22.22,49,SSE,14.48,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,12:00,33.89,21.11,46,SSE,11.27,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,12:30,35.00,21.11,44,S,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,13:00,35.00,21.11,44,VAR,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,13:30,35.00,21.11,44,VAR,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,14:00,36.11,21.11,41,SSE,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,14:30,35.00,21.11,44,SSE,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,15:00,35.00,20.00,41,E,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,15:30,36.11,20.00,39,SE,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,16:00,36.11,20.00,39,SSE,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,16:30,36.11,21.11,41,SSE,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,17:00,36.11,21.11,41,SSE,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,17:30,35.00,21.11,44,S,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,18:00,33.89,21.11,46,SSE,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,18:30,32.78,22.22,52,SSE,14.48,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",3/25/2020,19:00,32.78,22.22,52,SSE,14.48,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,19:30,32.22,22.22,55,SSE,14.48,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,20:00,32.22,22.78,59,SSE,11.27,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,20:30,32.22,22.22,55,SSE,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,21:00,31.11,22.78,62,SSE,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,21:30,31.11,22.78,62,SSE,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,22:00,30.00,22.78,66,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,22:30,30.00,22.22,62,S,19.31,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,23:00,30.00,22.22,62,S,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/25/2020,23:30,28.89,22.22,66,S,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,0:00,28.89,22.22,66,S,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,0:30,27.22,22.22,74,SSE,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,1:00,27.22,22.22,74,SSE,16.09,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,1:30,27.22,22.22,74,SSE,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,2:00,27.22,22.22,74,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,2:30,27.22,22.22,74,SSE,14.48,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,3:00,27.22,22.22,74,SSE,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,3:30,27.22,22.22,74,SSE,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,4:00,27.22,22.22,74,SSE,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",3/26/2020,4:30,27.22,22.22,74,SSE,9.66,0.00,29.72,0,Fair
